submit_day,A10,A100-SXM4-80GB,A800-SXM4-80GB,GPU-series-1,GPU-series-2,H800
0,63.63321988657036,12.112719451946159,0.7608358322811448,33.52072530368944,2.091982392228294,0.07449385887028581
1,5.315929955504322,0.3047331298493227,0.39728732638888886,0.2689553840987971,0.7783691821303886,0.011767979452054794
2,3.394475393722712,0.08739319433727709,0.2876886705597643,0.12232854324157276,0.17796401838570128,0.42785805640115
3,3.2934021280703316,1.069169650607639,0.334681844486532,0.17448506513573908,0.018307125645112325,0.18807595552173179
4,3.8268781060656685,0.6471510363082991,2.077767387415825,0.5309578846336709,0.8353182988957195,0.17250589273634365
5,3.377398067398794,1.1000470397698046,0.14183074231902357,1.0263274526933865,0.9875843270909229,0.022046814222898697
6,1.929741782593038,0.6141467167941959,2.1067696496212123,0.15548871862073885,0.47126994630388586,3.2201987146964317
7,2.0062451499339153,0.44087275752314814,0.11604383680555555,0.12612653330480672,1.0162640406800243,0.022474843565026215
8,1.5785351473165226,0.13461991423932612,0.13904671717171718,0.005195994092616365,0.43098349982923495,0.007079422458988669
9,1.4547095719541716,0.3758330721129115,0.05229311342592593,0.027154493831122523,0.005288984232695811,0.01250893159140876
10,1.55363032296029,0.6286933285643862,0.2847981770833333,0.2179694260210146,0.16227428183819065,1.8242967825131067
11,1.6718717115521695,0.7442221240971151,0.2679119975799663,0.5852213857390767,0.5421433026904979,0.8502091789277862
12,1.5993090078224776,0.6822574735832476,1.1106792534722223,0.3609998276517853,0.8070677154485428,2.5340687891087432
13,1.4632238455626836,1.109340661235961,0.1774157591540404,0.3504279361598441,0.7859207318230116,0.25731377103416203
14,3.2399637730089252,1.0227916994866684,0.16580900147306396,0.13033824822897352,0.0864386597791439,1.9983332276340267
15,1.1740725723217202,0.3670314408918467,0.1872688473274411,0.13964367006608663,0.3595958679606861,0.46221482327075936
16,1.2221889729795956,0.24684749148019547,0.2613078046085859,0.00928520063709409,0.595517263869915,0.006282416656096736
17,1.2697129569299652,0.8609468369555898,0.7973632154882155,0.2880947350591927,0.3998260805631451,0.022434836377473365
18,1.3325312866620629,1.2686846681027093,0.09381181607744107,1.4261890986782675,0.4475528778650577,0.8224952237125824
19,1.1253857930329088,1.0211163321705676,0.26548400673400674,0.18203994912756144,0.47036357534532486,0.2862471461187215
20,1.2920967173067213,0.9484334142446845,0.26624125368265994,0.16784423584367422,0.4593165485541894,1.2252734441062068
21,2.403561598762957,0.8049499427994256,0.5743406065867004,0.16539981814291826,0.1753169825819672,0.5103699475731439
22,1.3507631431175562,0.3064417893732853,1.0777145807028619,0.006749037227214378,0.8231062632817243,0.09749645907322849
23,2.1438954694971635,0.41967800564236113,0.0327460805976431,0.045936875980601914,0.568326253699909,0.2426788696516151
24,1.2196696052006297,0.6779917775848765,0.5829344223484848,0.3520982726548757,1.7151599024741955,0.2552022556232031
25,1.6000260068609107,1.1279051930619857,0.12334293455387206,1.9711765440022821,0.1380499226813904,0.9100133445374599
26,2.220738295984437,1.5002484809027778,0.5767764888468013,0.41602341409927257,0.11622362629022465,0.48819196051073904
27,0.6730662877944102,0.5734684378750857,0.7595043534301347,0.03634561611515238,0.6215248486832119,0.6745645188567563
28,0.8921489148029345,0.9976896862139918,1.16672414246633,0.16842831057148291,0.5037837853863084,0.4669654786064603
29,0.7608854514724227,0.3398232944315844,0.0728409748526936,0.006673642312081015,0.11092789446721311,0.21983263836039235
30,0.8066482010528974,0.2988620099772805,0.33098530881734006,0.0701597489659107,0.6460407416894354,0.040732284796211736
31,1.690272451104874,1.0140368200231482,0.6774554792718855,0.9111642790495887,0.5427970481367638,0.04759729621173685
32,2.311837570354035,0.6155821045926569,0.16530217539983166,0.11339890737174915,0.4607745972791439,0.07846751860307796
33,1.8403642338835426,0.7470783667963392,1.1449310158880472,0.017172055519897304,1.4625655192205524,0.3470787354134957
34,0.3043485142118863,0.4926764075092164,0.7270019860058923,0.008513585793752674,0.47931865939966606,0.18459852760865889
35,0.3389740311933826,0.23976242337534293,0.23952276672979797,0.002467008688727238,0.3792112908887371,0.42727565322171485
36,0.22523468825180434,0.3202492310742455,0.5161480034722222,0.0890904917272857,0.22274204756754706,0.11924086757990868
37,0.09602382291573851,0.5441257253890175,1.1263771832912457,0.015502833345219418,0.7959899983872192,0.3168949111068831
38,0.16789057905640203,1.2521149142125343,0.4917165140993266,0.10478738024770598,0.677227297738312,1.1549143835616438
39,0.2693618322863762,1.515617216971022,0.6730445733375421,0.1879344140755004,1.024187988577717,0.6004961525452392
40,0.3237423209220648,0.6515834277745628,0.47624697495791246,1.8720371707554795,0.3575059293412265,0.6158797815723829
41,0.3393551375152217,0.6361223536361883,1.7994093934132998,0.4010164235962535,0.845444795461445,1.0028614453851683
42,1.462211140533577,1.0211515132030178,2.5309743265993268,0.43335016699947704,1.191232140824226,1.229062130052427
43,1.696928772572693,0.20947232135202332,0.4527812631523569,0.0058571872177055105,0.15756810441332725,0.26146282555386435
44,1.3540434473291456,0.18555575649434156,0.05106593276515151,0.007683877715970142,0.7521281354356406,0.17047665102316928
45,0.9748037164194066,0.8089238020029578,1.8884416429924242,0.9316345296676651,0.30932999630009106,0.9705003805175038
46,1.349605463761175,1.8071544020329646,0.29426530934343437,1.4432172954404983,0.5910070037378568,0.031911360561474714
47,1.5824045259548845,1.134101649573474,0.22529612531565657,1.6245504163100841,0.17903623301836671,0.11600602618171825
48,1.6141150441615433,1.3430394335669582,0.5148202730429293,0.6012968980292873,1.2207602126973285,1.570280420260443
49,1.0922634633305117,0.6324904252668467,0.04577776462542087,3.4343346244591832,2.0514233857961446,0.575812404870624
50,1.7461656702938906,0.35418555491255144,0.0652422006523569,0.16263325042789903,0.5212481026108076,0.12453349611026551
51,1.1979530061963528,0.2254029124067644,0.10667140151515152,0.034704771965482814,0.11947490939966605,0.5865819090351767
52,2.7713751935200035,0.894330954218107,3.766493647411616,0.36808639251414443,0.3632913061627201,0.18766356967698292
53,1.5082036090320474,0.5576713656201775,0.26271247632575756,0.6140807674249988,0.22265509970780206,0.49040123456790125
54,1.1213841618031424,0.5927779452267661,1.0850556344696969,1.0081050536656682,0.3151492652360352,0.23104177236597329
55,1.33126527833467,1.2962629839945559,0.2448821548821549,0.2602272173489279,0.6312658906344869,0.20171549974632166
56,0.9120648421953429,0.6705938913269461,0.2279993949915825,0.283561189559264,0.6817954045233758,2.0057918992051413
57,0.9485745864148029,0.1828254438067987,2.2629050925925926,0.04472182106689488,0.8371657156003339,1.3087588787417554
58,1.0038993853767562,1.0569847896036952,0.3597437263257576,0.5533900745257453,0.8536761085496357,0.23346677870793167
59,0.7403855865187562,1.0915061433684843,0.14549130629208754,0.24665117018494748,0.09521310052367941,0.5284909309994926
60,0.3580198569158573,0.49560412915809327,0.1589827309553872,0.19068096116816433,0.5360166922814208,0.07872849019110435
61,0.20109447720826282,0.27618257164137516,0.010140204124579125,0.0738325859958161,0.5314668715846994,0.3468368425503129
62,0.26431775798954527,0.30443633656442903,0.009162918244949496,0.08844239558075405,0.9583807680631451,1.591711588871977
63,0.07966620537437999,0.40050276223851167,0.29291817918771046,0.1731150305472353,0.2381352340429569,1.0691613817013361
64,0.10154212192595563,0.06869515375835905,0.6340673006102694,0.04398760281462464,0.2206237904143898,0.1371781456113648
65,0.1152026989775461,0.21173324103545096,0.05735282512626263,0.016171908429610613,0.34176836672738314,0.026493636901741925
66,0.20273965526522914,0.4835935088734568,0.244199350273569,1.3951132446631485,0.3349849869080146,0.31986729452054796
67,1.7665503258746917,0.7108326066047239,0.42962134364478116,1.09329369324395,1.6674371608416818,0.29680411540250295
68,0.8577631268748701,1.359859677747771,1.0923841934974747,1.5032644014762515,0.13698530946417728,0.640785134449518
69,1.0112755562423892,0.5869101575895919,0.3114749053030303,9.500359301454857,0.5888990399210686,0.39083444317605276
70,4.38336757848466,0.36167750396519205,0.276132944023569,4.181690594839062,0.16855058439587128,0.9935569930661254
71,0.6021115608014791,0.45638444144375856,1.4783915982744107,0.5908554265915467,0.3130733317205525,1.0255086779130729
72,1.2737523389468057,0.2834871452760631,0.04387238268097643,0.07149510590500642,0.6433137902246508,0.119607432775241
73,1.9904590563649054,0.9680140248574675,0.19687986637205387,6.6020850791018875,0.44852128159153004,0.240420564328598
74,1.2634953833645193,0.7453581599901407,0.25399417350589226,1.0067439410687966,0.47388414541590773,0.8630992093691865
75,1.2857630823235022,0.874024844071502,0.2508631234217172,0.5621456015546997,0.30791844546903463,0.5424662885273973
76,1.1175176098562476,0.8893226788891032,1.0597844328703703,2.223666752840774,0.579359002637371,0.22387177220742432
77,2.171791183098696,0.49034759730795613,1.2120057344276094,1.7137190664669804,0.6185809070469035,0.49120058557415863
78,1.6420623835167365,0.2954173599054784,0.05792843802609428,0.5629492271074027,0.5352185555176078,0.7673159246575343
79,0.9642305621454454,0.6899425616480196,0.1814977246422559,0.0007083585912613513,3.0009645615133578,0.635498689328598
80,0.8475689984666904,0.7926330884559328,4.112083925189394,0.12807732937526745,0.23796123159532484,0.6110314666835786
81,1.2800133677307017,0.4069610821759259,0.306146819760101,0.9448770236057624,0.623922247362629,1.1825811242178252
82,2.670884173869138,0.7516509298107424,0.19651021938131313,2.274641961441544,0.4547791557566788,0.5453677807373584
83,1.76935374389275,0.43419585302533437,0.16444911353114477,2.4032416693410354,0.42601671599878566,0.11000771604938271
84,2.1555804792613382,0.8464387384527178,0.17359171138468013,0.443782872450435,0.23530160187082574,0.5196215964823271
85,1.3373068410481452,0.3294035467035322,0.8567119107744108,0.9063311819521704,0.3905094015634487,1.340919002621343
86,1.1622099900873206,0.26529745638288754,0.09601792666245791,0.3127134517781581,0.0511165068116272,0.6882881997294098
87,1.0365600691659984,0.8602571648073131,1.1002039930555556,3.2515585924499595,0.32062400387067397,0.680414050608828
88,1.1828640436120763,0.5797394125353652,1.4658529961069025,1.6569017436884894,0.6752449529447481,0.42960753847454763
89,1.1220630239426475,0.4523669450338649,0.13254103535353534,1.3244098559406647,0.4955195763129933,1.4153279320987655
90,0.5603660205790193,0.6354840280456961,0.3824620554503367,0.13729653253221127,0.3287976837621433,0.7914919457128361
91,0.9198981639267575,0.9477397501125258,0.6012709122474748,0.11687619603717966,1.0281380564093807,0.6714950638423812
92,1.5070166719571416,0.49465805576989025,0.33607671769781144,0.04644002876432273,0.5835075255198846,0.1885141319972941
93,5.0461452481325555,0.2046220575863769,0.11930239898989899,0.026162117268102504,0.4944988402208561,0.19166217444613565
94,4.168754929887285,0.78831930780607,0.9999173374368687,0.5488261155089621,0.8956349019998482,0.49485702186918656
95,3.4955695381879472,1.2691108860596707,2.3265736137415827,0.13767480714829078,0.49375635625379477,2.7787703999661764
96,3.7332231949270844,0.9734755979938272,0.1927712015993266,0.7231785393785956,0.3006602677216151,0.7747133699052934
97,0.6762686377862425,0.8755056490590707,0.3521054950547138,0.30294089199115676,3.3242758614146934,0.980752017535515
98,0.12956757235884642,0.5203984817065329,1.1065092987163299,2.2443684403675177,0.9700800579652399,0.5173566651340267
99,0.07485352020775789,0.35638215409057783,0.5566985611321549,0.09456430817049398,1.3973642062272313,0.4890564751395231
100,0.04836027391665924,0.2945413907107339,1.1734413799452863,0.01562838010507298,0.4036136014344262,1.0684976429054625
101,0.20079533426519944,0.18569577733839163,0.1438933606902357,0.012918717016117529,0.3463340187651791,0.47649612083544735
102,1.4702878872256377,0.444555563593107,0.3257298242845118,1.334800298935007,0.2579406923573163,0.05631936516996448
103,0.38174366813686184,0.6802927008316186,5.259352706755051,0.3515915020444064,1.0380824510473587,0.6417710579443598
104,0.11445485554219013,0.8331662024980709,0.7846913799452861,0.08761678077307089,0.41608454766241654,1.6194622944148487
105,0.4890985634040215,1.0324867279931842,0.9748480245159933,1.4686386645390577,0.4758792975865209,0.4631942396520379
106,0.3091026890463037,0.184001062966178,0.6094340540824916,0.11012588105595968,0.9086083124620522,0.014152133012007441
107,0.12504361857346522,0.34666484482167353,0.014501854482323231,0.27723732126301526,0.8240818415110808,0.17774802342296633
108,0.30343206612536755,0.8525843959646133,1.062086095328283,0.16033711905101508,0.08591611879553734,0.5316446415736513
109,0.6584109924002791,0.7358172900457605,0.5852759364478114,0.2937119868183331,0.3661857615171524,1.5274260699412312
110,1.0842169465977607,1.664666215559092,0.23169718013468013,0.11529002787286645,1.3670221188145113,0.5226266608003551
111,0.7934847648244675,0.5039509605543767,0.19535051031144782,0.6765846229734227,1.5306322693723438,1.7591020315406731
112,0.6906996305020939,0.9469761994705933,0.2683610848063973,0.15341507987448297,1.2312700648907104,0.21860920852359209
113,0.43319281785544567,0.5766915998210306,0.4516061658249158,0.0,0.839090225599575,1.4360357475054963
114,0.29923385848258044,0.392680607129844,0.12443767098063974,6.807011600817762e-05,0.5167718887560716,0.3976959929392863
115,0.6198795679074223,2.3617628476910792,0.6725387336910774,0.28686017211049303,0.8784247400576807,2.08788383381955
116,0.896276110814102,0.5733941826212062,0.18479534932659933,1.0074333413564398,1.0636509207081057,0.15656927136182985
117,0.6562688883876859,0.8176723117069616,0.3983973195496633,1.3993213789045784,1.7081461143841075,0.8129590190575849
118,0.7092059558681576,1.084773222160601,2.3994178766835015,0.8286479653996102,1.1294975179777627,0.7339589344981396
119,1.1243645155781283,0.8694322809499314,1.1208466172138047,1.6608587844102125,1.1910654907597147,0.6405410747505497
120,0.749260985160682,0.5587803852934242,0.07842309816919192,0.4328010039283507,0.14465615750227687,0.14766547226450194
121,0.05417441535611393,0.4322946104198817,0.0830982349537037,0.03463461435601198,0.41597162928809955,0.9423186067774395
122,0.3531370233003653,0.5465986371661737,4.014866898148148,0.17832216784338897,0.8779550532217668,0.6335466939899375
123,0.19468353632050253,0.7101133897569445,0.8969342513678451,0.1895798046522132,0.7550885369231937,1.0449360651319128
124,0.38328631168508126,1.051767246576003,0.4858262968223906,1.2835804078709647,0.6990761493435034,0.8129587349906985
125,0.5765181574668092,0.9586116703907321,1.0717152646254209,0.122137808741026,1.4391690739792047,0.7740076684846947
126,1.2988410551063292,0.9947274064429013,0.10790805187289562,0.31467904602291635,0.37115273508652097,0.8272579816188905
127,0.38899998746992787,0.505403994127229,0.050239701704545454,0.7877057703965198,0.6222221273527626,0.2541415102316929
128,0.4055863150264338,0.2079985894097222,0.20457807239057238,0.33605062580231065,0.25906489545385547,1.1980948756976155
129,0.6145627441043691,0.8034161937907236,0.42011705597643095,0.4194308794513384,1.3374861372002125,0.40644819941231186
130,0.7513150909404794,0.9174535931873714,2.034451875526094,0.4393431675818951,0.6921738625151791,0.45660977401488245
131,1.793547715442989,0.6147803437660752,0.532538799452862,0.4379770108282223,0.9737443908431997,0.28977262097285644
132,0.2643088528208441,0.7510711812253515,0.29592283512205386,0.1633296783625731,0.9617117415186703,1.0605901192288179
133,0.6054319389683388,0.6265968873242456,0.23490753893097643,0.5816575440973708,0.47988616850713417,0.9448155547099611
134,0.3126196714707892,0.35459172587662896,0.27818017413720536,0.38171801083416534,0.9108175197802824,0.9471570585996956
135,0.5688399241512965,0.2938150371870713,0.07665298821548822,0.21752329672419532,0.1795964964708561,0.6937225710299341
136,0.7619006304946687,0.792133387184928,0.2073910984848485,0.07728693451956449,0.311480212602459,0.4222118636901742
137,0.3831129766996347,1.077591996474194,0.39903047401094277,0.1702553799386678,1.6676726861338798,0.2654623287671233
138,0.5663028527725801,0.7726387884194958,1.3502911274200338,1.0686937639661485,0.48514871973664236,1.0202141732200236
139,1.2050727973989426,0.8416505614229681,0.57168507996633,0.9239790002614938,0.33683802462811174,0.24227161022323693
140,0.6910145566953281,1.1171801288955332,0.6869150489267677,0.6788980226013883,0.2702100884183364,0.2910835830479452
141,0.40363520504767,0.3833785914459019,0.09225694444444445,0.708359913588171,0.5124110717402853,0.27195136774902756
142,0.26240161619367963,0.28797109763481654,0.530530434553872,0.2578599997622783,0.3978028470324833,0.038059096482327075
143,0.42195786786435596,0.8693554771224494,1.5106315104166668,0.7264325331027434,1.2675595305859138,0.31391732200236766
144,2.1972114254766995,1.0861506793070559,1.3488948074494949,0.2199106612228403,0.77505796523983,0.5078624627409944
145,0.5129028603834388,0.4450308005669153,2.749815603956229,0.7352883935363477,0.32270742021478444,0.5476439624556063
146,0.35102318341798094,0.8440544021669238,1.390253643202862,0.5911922522048685,0.7696934411999089,1.695582720277355
147,0.23505706658944428,1.0805936803412208,0.25691024831649834,0.2898776104811487,1.0141591601206739,0.45137541222729577
148,0.07867204763654993,0.4002394185635288,0.038420007365319864,0.20426692578329292,0.8111864967554645,2.81406905335701
149,0.2280080178539606,0.5136287033018261,0.07694404987373737,0.09240118207103123,0.181376638869915,0.13258307965499747
150,0.47881806288796813,1.1046860565897205,0.0990089041456229,0.21876753197356535,0.9467784406781269,0.05419307167469981
151,0.2829656244431079,0.8368540588295181,1.9535764546506733,0.16016568086459373,0.41087193334471767,0.3118769290123457
152,0.3013078731548309,0.4392131186905221,0.23057456071127946,0.7812564370572433,0.4878705778973133,0.21236693117918146
153,0.48953847567495323,1.4647730798289609,0.23730462173821548,0.473973320942091,0.7955368425546449,0.5661048484271943
154,0.7138189734065461,0.683577721782836,2.6079671717171715,0.5677417109423287,1.2606463871338038,1.8279601883561645
155,0.3048632681398319,0.4215672187124914,0.054406894465488215,0.33163010953026195,0.2305835005407559,0.08846426834939963
156,0.27584901727108024,0.41510625308106136,0.15620751788720538,0.28337312571316503,0.2829524443116272,0.5865533834348047
157,0.2563596775780391,0.9235530866876714,0.3982152251683502,0.264779520574811,1.0500805382418792,0.28793365122399794
158,0.406296344560278,1.3815561670792609,1.83814788510101,0.38970685945894545,1.1339563232866576,0.3504844199222053
159,0.24519269858772164,0.8535961009837963,0.5329415903829966,0.08693875398183806,0.9549855857714784,0.1180204237485202
160,0.2661051175599216,0.6525700288414138,0.33360328545875423,0.32566414607402655,0.7571604562746661,0.13035137092000676
161,0.21617953876340254,1.104952565050583,2.310831755050505,0.24365231867779205,1.0760264045423498,0.2071283216007103
162,0.13645786693620243,0.1476280716842421,0.010040838068181818,0.15049868064470118,0.8983048487780814,3.0149674842508034
163,0.08659680223276604,0.1682113166045096,0.19256484111952862,0.05169272690533923,0.2919994687310261,0.07871015796761373
164,0.12864693412337758,0.5202823591820988,1.0625969986321548,0.09523628048780487,1.6705713572499241,0.04450372854304076
165,0.2618583475340818,1.0321616123864026,0.06808304398148148,0.02046854570793515,0.7008447888205829,0.05905652798917639
166,0.1650686114266833,0.6223252837255658,0.7150426793981481,0.04531874019398089,0.7407626674445963,2.026305835658718
167,0.08269230412248656,0.420158490467464,1.4857824994739057,0.27618309620596204,0.3702960223607316,0.3133441476936411
168,0.19238176948751076,0.5140729923536094,0.49143058186026933,0.27826702384348406,0.8495335624430783,0.21356911545535262
169,0.0837727332635362,0.6469755866072959,0.17070470328282827,0.3147370649693339,0.36820450060716453,0.7567280449327752
170,0.07261928721524251,0.19200756266610938,0.06093967013888889,0.1513533977856226,0.4217229183268822,1.4472891232771012
171,0.05891520018414565,1.2301760692622599,1.5201149515993266,0.09518910016402796,0.5500890587052216,0.7007055891150854
172,0.19088576193976656,0.5295249974547753,0.8038689630681818,0.2695545838682071,1.1242409613122344,2.1449230046613392
173,0.07845610344456325,0.8440601691100823,1.3610807291666667,0.15066949481172442,0.8299784171979356,0.01957162052891933
174,0.13731191479922183,0.6420169666012946,0.4172166324705387,0.12111055395093424,0.40797951175432606,0.1945763043294436
175,0.09619658430232557,0.7309750085733882,0.4617989136153199,0.560064541434888,0.6733842426571038,0.0014979903919330288
176,0.04719663535076777,0.26434491276577504,0.06467921401515152,0.12796297039176532,0.8811940744535519,1.2430637010083714
177,0.025715078688853248,0.6203127963847094,0.138507273253367,0.10446088066966196,0.3838523582175926,0.8366473104811433
178,0.11349157561480888,0.4124000229070216,0.556495817550505,0.06434593481077355,0.8095111732506072,0.43104452715415187
179,0.10845719448899581,0.4146684643990055,1.1867430160984849,0.14793322175272192,0.8061180365816636,0.6759063517355827
180,0.04293173431049334,0.7576980754083076,1.7304759837962962,0.12384613613131745,0.6898169968123862,0.509053337191358
181,0.06142500334135258,0.28818331913365913,0.17729949231902356,0.20329769736842104,0.21305040888737098,0.8375868782238288
182,0.022280339945498825,0.26526070802790636,0.024074928977272727,0.24738944456330528,0.5708336120123709,0.23078537887916456
183,0.0038214863821319314,0.14581238211591221,0.062180331965488216,0.034024702253601484,0.31927083333333334,0.19701765442668695
184,4.02400947459087e-05,0.0002487689150377229,0.00041785037878787877,0.0,0.00016848816029143898,0.0
